compound_drug_id,compound_compound_name,compound_iupac,compound_smiles,compound_molecular_weight,compound_molecular_formula,compound_pharmacology
DB09480,Iofetamine I-123,{1-[4-(¹²³I)iodophenyl]propan-2-yl}(propan-2-yl)amine,CC(C)NC(C)CC1=CC=C([123I])C=C1,299.049522528,C12H18IN,pending
DB09481,Magnesium carbonate,magnesium(2+) ion carbonate,[Mg++].[O-]C([O-])=O,83.969785764,CMgO3,pending
DB09483,Potassium lactate,potassium 2-hydroxypropanoate,[K+].CC(O)C([O-])=O,127.987575887,C3H5KO3,pending
DB09484,Sodium fluorophosphate,disodium phosphorofluoridate,[Na+].[Na+].[O-]P([O-])(F)=O,143.93644758,FNa2O3P,pending
DB09487,Iotrolan,"2,4,6-triiodo-5-{N-methyl-2-[methyl({2,4,6-triiodo-3,5-bis[(1,3,4-trihydroxybutan-2-yl)carbamoyl]phe",CN(C(=O)CC(=O)N(C)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I)C1=C(I)C(C(=O)NC(CO)C(O)C,1625.72933,C37H48I6N6O18,pending
DB09488,Acrivastine,(2E)-3-{6-[(1E)-1-(4-methylphenyl)-3-(pyrrolidin-1-yl)prop-1-en-1-yl]pyridin-2-yl}prop-2-enoic acid,[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O,348.183778022,C22H24N2O2,pending
DB09490,Indium In-111 chloride,trichloro(¹¹¹In)indigane,Cl[111In](Cl)Cl,215.8116688,Cl3In,pending
DB09493,Technetium Tc-99m red blood cells,,,,,pending
DB09494,Cetyl alcohol,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,242.26096571,C16H34O,pending
DB09495,Avobenzone,"1-(4-tert-butylphenyl)-3-(4-methoxyphenyl)propane-1,3-dione",COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,310.156894568,C20H22O3,pending
DB09496,Octinoxate,2-ethylhexyl (2E)-3-(4-methoxyphenyl)prop-2-enoate,[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC,290.188194698,C18H26O3,pending
DB09498,Strontium chloride Sr-89,(89Sr)strontium(2+) dichloride,[Cl-].[Cl-].[89Sr++],158.8451583,Cl2Sr,pending
DB09499,Thiosulfuric acid,dihydroxy-1λ⁶-disulfen-1-one,OS(O)(=O)=S,113.94453531,H2O3S2,pending
DB09501,Ferric ammonium citrate,"iron(3+) 2-hydroxypropane-1,2,3-tricarboxylic acid amine",N.[Fe+3].OC(=O)CC(O)(CC(O)=O)C(O)=O,264.986842,C6H11FeNO7,pending
DB09502,Fludeoxyglucose (18F),"(2R,3S,4R,5R)-2-(¹⁸F)fluoro-3,4,5,6-tetrahydroxyhexanal",[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,181.061586121,C6H11FO5,pending
DB09507,Ferumoxsil,,,,,pending
DB09508,Ferumoxides,,,,,pending
DB09510,Urea C-13,(13C)carbamimidic acid,N[13C](O)=N,61.035717592,CH4N2O,pending
DB09511,Talc,,,,,pending
DB09512,Simethicone,"3,3,5,5-tetramethyl-2,4-dioxa-3,5-disilahexane; silanedione",O=[Si]=O.CO[Si](C)(C)O[Si](C)(C)C,238.051288665,C6H18O4Si3,pending
DB09513,Urea C-14,(¹⁴C)urea,N[14C](N)=O,62.035604745,CH4N2O,pending
DB09516,Mequinol,4-methoxyphenol,COC1=CC=C(O)C=C1,124.0524295,C7H8O2,pending
DB09517,Sodium ferric gluconate complex,"diiron(3+) ion sodium pentakis((2R,3R,4S,5S,6R)-2-{[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethy",[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](,2088.47592,C66H121Fe2NaO65,pending
DB09526,Hydroquinone,"benzene-1,4-diol",OC1=CC=C(O)C=C1,110.036779436,C6H6O2,pending
DB09527,Secretin porcine,,,,,pending
DB09532,Secretin human,,,,,pending
DB09534,Ecamsule,"{3-[(4-{[7,7-dimethyl-3-oxo-4-(sulfomethyl)bicyclo[2.2.1]heptan-2-ylidene]methyl}phenyl)methylidene]",CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2=CC1=CC=C(C=C2C3CCC(CS(O)(=O)=O)(C2=O)C3(C)C)C=C1,562.169510403,C28H34O8S2,pending
DB09535,Octocrylene,,,,,pending
DB09536,Titanium dioxide,dioxotitanium,O=[Ti]=O,79.937771,O2Ti,pending
DB09537,Iodine povacrylex,,,,,pending
DB09539,Omega-3-acid ethyl esters,,,,,pending
DB09543,Methyl salicylate,methyl 2-hydroxybenzoate,COC(=O)C1=CC=CC=C1O,152.047344122,C8H8O3,pending
DB09546,Iobenguane sulfate I-123,bis(N-{[3-(¹²³I)iodophenyl]methyl}guanidine); sulfuric acid,OS(O)(=O)=O.NC(=N)NCC1=CC([123I])=CC=C1.NC(=N)NCC1=CC([123I])=CC=C1,639.953520274,C16H22I2N6O4S,pending
DB09551,Desoxyribonuclease,,,,,pending
DB09552,Thonzonium,hexadecyl(2-{[(4-methoxyphenyl)methyl](pyrimidin-2-yl)amino}ethyl)dimethylazanium,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1,511.437038827,C32H55N4O,pending
DB09555,Dexchlorpheniramine maleate,(2Z)-but-2-enedioic acid; [(3S)-3-(4-chlorophenyl)-3-(pyridin-2-yl)propyl]dimethylamine,OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,390.1346349,C20H23ClN2O4,pending
DB09559,Necitumumab,,,,,pending
DB09561,Sodium glycerophosphate,"disodium 3-(phosphonooxy)propane-1,2-diol",[Na+].[Na+].OCC(O)COP([O-])([O-])=O,215.9775635,C3H7Na2O6P,pending
DB09563,Choline C-11,(2-hydroxyethyl)((11C)methyl)dimethylazanium,C[N+](C)([11CH3])CCO,103.118424313,C5H14NO,pending
DB09564,Insulin degludec,,,,,pending
DB09567,Olive oil,,,,,pending
DB09568,Omega-3-carboxylic acids,,,,,pending
DB09570,Ixazomib,"2-{[(2,5-dichlorophenyl)(hydroxy)methylidene]amino}-N-[(1R)-1-(dihydroxyboranyl)-3-methylbutyl]ethan",[H][C@@](CC(C)C)(N=C(O)CN=C(O)C1=C(Cl)C=CC(Cl)=C1)B(O)O,360.081492,C14H19BCl2N2O4,pending
DB09571,Levmetamfetamine,methyl[(2R)-1-phenylpropan-2-yl]amine,CN[C@H](C)CC1=CC=CC=C1,149.120449487,C10H15N,pending
DB09876,Clostridium tetani,,,,,pending
DB09877,Corynebacterium diphtheriae,,,,,pending
DB10061,"Meningococcal (groups A, C, Y and W-135) oligosaccharide diphtheria CRM197 conjugate vaccine",,,,,pending
DB10062,"Rabies virus inactivated antigen, B",,,,,pending
DB10076,Haemophilus influenzae type B strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen,,,,,pending
DB10276,Rotavirus vaccine,,,,,pending
DB10283,"Rabies virus inactivated antigen, A",,,,,pending
DB10284,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen,,,,,pending
DB10285,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen,,,,,pending
DB10286,Streptococcus pneumoniae type 4 capsular polysaccharide diphtheria crm197 protein conjugate antigen,,,,,pending
DB10287,Streptococcus pneumoniae type 6b capsular polysaccharide diphtheria crm197 protein conjugate antigen,,,,,pending
DB10288,Streptococcus pneumoniae type 9v capsular polysaccharide diphtheria crm197 protein conjugate antigen,,,,,pending
DB10289,Streptococcus pneumoniae type 14 capsular polysaccharide diphtheria crm197 protein conjugate antigen,,,,,pending
DB10290,Streptococcus pneumoniae type 18c capsular polysaccharide diphtheria crm197 protein conjugate antige,,,,,pending
DB10291,Streptococcus pneumoniae type 19f capsular polysaccharide diphtheria crm197 protein conjugate antige,,,,,pending
DB10292,Streptococcus pneumoniae type 23f capsular polysaccharide diphtheria crm197 protein conjugate antige,,,,,pending
DB10293,Streptococcus pneumoniae type 1 capsular polysaccharide diphtheria crm197 protein conjugate antigen,,,,,pending
DB10294,Streptococcus pneumoniae type 3 capsular polysaccharide diphtheria crm197 protein conjugate antigen,,,,,pending
DB10295,Streptococcus pneumoniae type 5 capsular polysaccharide diphtheria crm197 protein conjugate antigen,,,,,pending
DB10296,Streptococcus pneumoniae type 6a capsular polysaccharide diphtheria crm197 protein conjugate antigen,,,,,pending
DB10297,Streptococcus pneumoniae type 7f capsular polysaccharide diphtheria crm197 protein conjugate antigen,,,,,pending
DB10298,Streptococcus pneumoniae type 19a capsular polysaccharide diphtheria crm197 protein conjugate antige,,,,,pending
DB10299,Human papillomavirus type 6 L1 capsid protein antigen,,,,,pending
DB10300,Human papillomavirus type 11 L1 capsid protein antigen,,,,,pending
DB10301,Human papillomavirus type 16 L1 capsid protein antigen,,,,,pending
DB10302,Human papillomavirus type 18 L1 capsid protein antigen,,,,,pending
DB10310,Human papillomavirus type 31 L1 capsid protein antigen,,,,,pending
DB10311,Human papillomavirus type 33 L1 capsid protein antigen,,,,,pending
DB10312,Human papillomavirus type 45 L1 capsid protein antigen,,,,,pending
DB10313,Human papillomavirus type 52 L1 capsid protein antigen,,,,,pending
DB10314,Human papillomavirus type 58 L1 capsid protein antigen,,,,,pending
DB10315,Measles virus strain enders' attenuated edmonston live antigen,,,,,pending
DB10316,Mumps virus strain B level jeryl lynn live antigen,,,,,pending
DB10317,Rubella virus vaccine,,,,,pending
DB10318,Varicella Zoster Vaccine (Live/attenuated),,,,,pending
DB10319,Streptococcus pneumoniae type 1 capsular polysaccharide antigen,,,,,pending
DB10320,Streptococcus pneumoniae type 2 capsular polysaccharide antigen,,,,,pending
DB10321,Streptococcus pneumoniae type 3 capsular polysaccharide antigen,,,,,pending
DB10322,Streptococcus pneumoniae type 4 capsular polysaccharide antigen,,,,,pending
DB10323,Streptococcus pneumoniae type 5 capsular polysaccharide antigen,,,,,pending
DB10324,Streptococcus pneumoniae type 6b capsular polysaccharide antigen,,,,,pending
DB10325,Streptococcus pneumoniae type 7f capsular polysaccharide antigen,,,,,pending
DB10326,Streptococcus pneumoniae type 8 capsular polysaccharide antigen,,,,,pending
DB10327,Streptococcus pneumoniae type 9n capsular polysaccharide antigen,,,,,pending
DB10328,Streptococcus pneumoniae type 9v capsular polysaccharide antigen,,,,,pending
DB10329,Streptococcus pneumoniae type 10a capsular polysaccharide antigen,,,,,pending
DB10330,Streptococcus pneumoniae type 11a capsular polysaccharide antigen,,,,,pending
DB10331,Streptococcus pneumoniae type 12f capsular polysaccharide antigen,,,,,pending
DB10332,Streptococcus pneumoniae type 14 capsular polysaccharide antigen,,,,,pending
DB10333,Streptococcus pneumoniae type 15b capsular polysaccharide antigen,,,,,pending
DB10334,Streptococcus pneumoniae type 17f capsular polysaccharide antigen,,,,,pending
DB10335,Streptococcus pneumoniae type 18c capsular polysaccharide antigen,,,,,pending
DB10336,Streptococcus pneumoniae type 19f capsular polysaccharide antigen,,,,,pending
DB10337,Streptococcus pneumoniae type 19a capsular polysaccharide antigen,,,,,pending
DB10338,Streptococcus pneumoniae type 20 capsular polysaccharide antigen,,,,,pending
DB10339,Streptococcus pneumoniae type 22f capsular polysaccharide antigen,,,,,pending
DB10340,Streptococcus pneumoniae type 23f capsular polysaccharide antigen,,,,,pending
DB10341,Streptococcus pneumoniae type 33f capsular polysaccharide antigen,,,,,pending
DB10342,Haemophilus influenzae type B capsular polysaccharide meningococcal outer membrane protein conjugate,,,,,pending
DB10343,Bacillus calmette-guerin substrain tice live antigen,,,,,pending
DB10344,Ginger,,,,,pending
DB10345,House dust,,,,,pending
DB10346,Acacia longifolia pollen,,,,,pending
DB10348,Fraxinus americana pollen,,,,,pending
DB10349,Paspalum notatum pollen,,,,,pending
DB10350,Fagus grandifolia pollen,,,,,pending
DB10351,Cynodon dactylon pollen,,,,,pending
DB10352,Betula lenta pollen,,,,,pending
DB10353,Poa annua pollen,,,,,pending
DB10354,Acer negundo pollen,,,,,pending
DB10355,Bromus inermis pollen,,,,,pending
DB10356,Xanthium strumarium pollen,,,,,pending
DB10357,Zea mays pollen,,,,,pending
DB10359,Rumex acetosella pollen,,,,,pending
DB10360,Rumex crispus pollen,,,,,pending
DB10361,Ulmus americana pollen,,,,,pending
DB10362,Ulmus pumila pollen,,,,,pending
DB10363,Corylus americana pollen,,,,,pending
DB10364,Carya ovata pollen,,,,,pending
DB10365,Sorghum halepense pollen,,,,,pending
DB10366,Poa pratensis pollen,,,,,pending
DB10368,Chenopodium album pollen,,,,,pending
DB10369,Acer saccharum pollen,,,,,pending
DB10370,Festuca pratensis pollen,,,,,pending
DB10371,Prosopis juliflora pollen,,,,,pending
DB10372,Artemisia vulgaris pollen,,,,,pending
DB10373,Morus rubra pollen,,,,,pending
DB10374,Quercus agrifolia pollen,,,,,pending
DB10375,Quercus virginiana pollen,,,,,pending
DB10376,Quercus alba pollen,,,,,pending
DB10377,Avena sativa pollen,,,,,pending
DB10378,Olea europaea pollen,,,,,pending
DB10379,Dactylis glomerata pollen,,,,,pending
DB10380,Carya illinoinensis pollen,,,,,pending
DB10381,Amaranthus retroflexus pollen,,,,,pending
DB10382,Plantago lanceolata pollen,,,,,pending
DB10383,Populus alba pollen,,,,,pending
DB10384,Ambrosia acanthicarpa pollen,,,,,pending
DB10385,Ambrosia artemisiifolia pollen,,,,,pending
DB10386,Ambrosia trifida pollen,,,,,pending
DB10387,Ambrosia psilostachya pollen,,,,,pending
DB10388,Salsola kali pollen,,,,,pending
DB10389,Lolium perenne pollen,,,,,pending
DB10390,Artemisia tridentata pollen,,,,,pending
DB10391,Atriplex wrightii pollen,,,,,pending
DB10392,Platanus occidentalis pollen,,,,,pending
DB10393,Platanus racemosa pollen,,,,,pending
DB10394,Phleum pratense pollen,,,,,pending
DB10395,Holcus lanatus pollen,,,,,pending
DB10396,Juglans nigra pollen,,,,,pending
DB10397,Juglans californica pollen,,,,,pending
DB10398,Salix nigra pollen,,,,,pending
DB10399,Felis catus skin,,,,,pending
DB10400,Dermatophagoides farinae,,,,,pending
DB10401,Dermatophagoides pteronyssinus,,,,,pending
DB10403,Agrostis gigantea pollen,,,,,pending
DB10404,Anthoxanthum odoratum pollen,,,,,pending
DB10406,Bos taurus skin,,,,,pending
DB10408,Cotton seed,,,,,pending
DB10409,Canis lupus familiaris skin,,,,,pending
DB10410,Equus caballus skin,,,,,pending
DB10411,Ceiba pentandra fiber,,,,,pending
DB10412,Mus musculus skin,,,,,pending
DB10413,Orris,,,,,pending
DB10415,Rabbit,,,,,pending
DB10416,Cavia porcellus skin,,,,,pending
DB10417,Periplaneta americana,,,,,pending
DB10418,Blatella germanica,,,,,pending
DB10419,Solenopsis invicta,,,,,pending
DB10420,Gallus gallus feather,,,,,pending
DB10421,Anas platyrhynchos feather,,,,,pending
DB10422,Anser anser feather,,,,,pending
DB10423,Acremonium strictum,,,,,pending
DB10424,Alternaria alternata,,,,,pending
DB10425,Aspergillus fumigatus,,,,,pending
DB10426,Aspergillus niger var. niger,,,,,pending
DB10427,Aureobasidium pullulans var. pullutans,,,,,pending
DB10428,Botrytis cinerea,,,,,pending
DB10429,Candida albicans,,,,,pending
DB10430,Chaetomium globosum,,,,,pending
DB10431,Cladosporium cladosporioides,,,,,pending
DB10432,Cladosporium sphaerospermum,,,,,pending
DB10433,Cochliobolus sativus,,,,,pending
DB10434,Epicoccum nigrum,,,,,pending
DB10435,Fusarium oxysporum vasinfectum,,,,,pending
DB10436,Helminthosporium solani,,,,,pending
DB10437,Mucor plumbeus,,,,,pending
DB10438,Neurospora intermedia,,,,,pending
DB10439,Penicillium chrysogenum var. chrysogenum,,,,,pending
DB10440,Phoma exigua var. exigua,,,,,pending
DB10441,Rhizopus arrhizus var. arrhizus,,,,,pending
DB10442,Rhodotorula rubra,,,,,pending
DB10443,Ustilago maydis,,,,,pending
DB10444,Ustilago tritici,,,,,pending
DB10445,Stemphylium solani,,,,,pending
DB10446,Trichophyton mentagrophytes,,,,,pending
DB10447,Saccharomyces cerevisiae,,,,,pending
DB10448,Aspergillus oryzae,,,,,pending
DB10449,Aspergillus repens,,,,,pending
DB10450,Aspergillus terreus,,,,,pending
DB10451,Acacia,,,,,pending
DB10452,Ailanthus altissima pollen,,,,,pending
DB10453,Alnus incana subsp. rugosa pollen,,,,,pending
DB10454,Medicago sativa pollen,,,,,pending
DB10455,Fraxinus velutina pollen,,,,,pending
DB10456,Populus tremuloides pollen,,,,,pending
DB10457,Morella cerifera pollen,,,,,pending
DB10458,Betula nigra pollen,,,,,pending
DB10459,Amaranthus palmeri pollen,,,,,pending
DB10460,Juniperus ashei pollen,,,,,pending
DB10461,Juniperus virginiana pollen,,,,,pending
DB10462,Xanthium strumarium var. canadense pollen,,,,,pending
DB10463,Populus deltoides pollen,,,,,pending
DB10464,Populus fremontii pollen,,,,,pending
DB10465,Populus deltoides subsp. monilifera pollen,,,,,pending
DB10466,Cupressus arizonica pollen,,,,,pending
DB10467,Taxodium distichum pollen,,,,,pending
DB10468,Eupatorium capillifolium pollen,,,,,pending
DB10469,Ulmus crassifolia pollen,,,,,pending
DB10470,Eucalyptus globulus pollen,,,,,pending
DB10471,Solidago canadensis pollen,,,,,pending
DB10472,Celtis occidentalis pollen,,,,,pending
DB10473,Juniperus californica pollen,,,,,pending
DB10474,Robinia pseudoacacia pollen,,,,,pending
DB10475,Acer rubrum pollen,,,,,pending
DB10478,Melaleuca quinquenervia pollen,,,,,pending
DB10479,Chenopodium ambrosioides pollen,,,,,pending
DB10480,Morus alba pollen,,,,,pending
DB10481,Quercus rubra pollen,,,,,pending
DB10482,Syagrus romanzoffiana pollen,,,,,pending
DB10483,Schinus molle pollen,,,,,pending
DB10484,Amaranthus spinosus pollen,,,,,pending
DB10485,Casuarina equisetifolia pollen,,,,,pending
DB10486,Pinus strobus pollen,,,,,pending
DB10487,Pinus echinata pollen,,,,,pending
DB10488,Ligustrum vulgare pollen,,,,,pending
DB10489,Elymus repens pollen,,,,,pending
DB10490,Ambrosia tenuifolia pollen,,,,,pending
DB10491,Ambrosia bidentata pollen,,,,,pending
DB10493,Artemisia frigida pollen,,,,,pending
DB10494,Distichlis spicata pollen,,,,,pending
DB10495,Liquidambar styraciflua pollen,,,,,pending
DB10496,Juglans regia pollen,,,,,pending
DB10497,Amaranthus tuberculatus pollen,,,,,pending
DB10498,Triticum aestivum pollen,,,,,pending
DB10499,Felis catus hair,,,,,pending
DB10500,Almond,,,,,pending
DB10501,Apple,,,,,pending
DB10502,Apricot,,,,,pending
DB10503,Asparagus,,,,,pending
DB10504,Avocado,,,,,pending
DB10505,Banana,,,,,pending
DB10506,Barley,,,,,pending
DB10508,String bean,,,,,pending
DB10509,Beef,,,,,pending
DB10510,Brazil nut,,,,,pending
DB10511,Broccoli,,,,,pending
DB10512,Buckwheat,,,,,pending
DB10513,Cabbage,,,,,pending
DB10514,Cantaloupe,,,,,pending
DB10515,Carrot,,,,,pending
DB10516,Casein,,,,,pending
DB10517,Celery,,,,,pending
DB10518,Cherry,,,,,pending
DB10519,Chicken,,,,,pending
DB10520,Cinnamon,,,,,pending
DB10523,Coconut,,,,,pending
DB10525,Coffee bean,,,,,pending
DB10526,Red king crab,,,,,pending
DB10527,Cucumber,,,,,pending
DB10528,Egg white,,,,,pending
DB10529,Egg,,,,,pending
DB10530,Egg yolk,,,,,pending
DB10531,Flounder,,,,,pending
DB10532,Garlic,,,,,pending
DB10533,Grape,,,,,pending
DB10534,Grapefruit,,,,,pending
DB10535,Karaya gum,,,,,pending
DB10536,Honeydew melon,,,,,pending
DB10537,Lamb,,,,,pending
DB10538,Lemon,,,,,pending
DB10539,Lettuce,,,,,pending
DB10540,Lima bean,,,,,pending
DB10541,Lobster,,,,,pending
DB10542,Goat milk,,,,,pending
DB10543,Cow milk,,,,,pending
DB10544,Cultivated mushroom,,,,,pending
DB10545,Mustard seed,,,,,pending
DB10546,Oat,,,,,pending
DB10547,Black olive,,,,,pending
DB10548,Onion,,,,,pending
DB10549,Orange,,,,,pending
DB10550,Oyster,,,,,pending
DB10551,Pea,,,,,pending
DB10552,Peach,,,,,pending
DB10553,Peanut,,,,,pending
DB10554,Pear,,,,,pending
DB10555,Pecan,,,,,pending
DB10556,Green bell pepper,,,,,pending
DB10557,Black pepper,,,,,pending
DB10558,Pineapple,,,,,pending
DB10559,Pistachio,,,,,pending
DB10560,Plum,,,,,pending
DB10561,Pork,,,,,pending
DB10562,Potato,,,,,pending
DB10563,Rice,,,,,pending
DB10564,Rye,,,,,pending
DB10566,Sesame seed,,,,,pending
DB10567,Shrimp,,,,,pending
DB10568,Soybean,,,,,pending
DB10569,Spinach,,,,,pending
DB10570,Squash,,,,,pending
DB10571,Strawberry,,,,,pending
DB10572,Corn,,,,,pending
DB10573,Tomato,,,,,pending
DB10574,Tuna,,,,,pending
DB10575,Turkey,,,,,pending
DB10576,Vanilla,,,,,pending
DB10577,English walnut,,,,,pending
DB10578,Watermelon,,,,,pending
DB10579,Wheat,,,,,pending
DB10580,Tea leaf,,,,,pending
DB10581,Khuskia oryzae,,,,,pending
DB10582,Artemisia annua pollen,,,,,pending
DB10583,Clostridium tetani toxoid antigen (formaldehyde inactivated),,,,,pending
DB10584,Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated),,,,,pending
DB10596,"Influenza A virus A/California/7/2009 X-179A (H1N1) antigen (UV, formaldehyde inactivated)",,,,,pending
DB10597,"Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (UV, formaldehyde inactivated)",,,,,pending
DB10598,"Influenza B virus B/Brisbane/60/2008 antigen (UV, formaldehyde inactivated)",,,,,pending
DB10599,"Influenza B virus B/Phuket/3073/2013 antigen (UV, formaldehyde inactivated)",,,,,pending
DB10600,Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (propiolactone inactivated),,,,,pending
DB10601,Influenza A virus A/South Australia/55/2014 IVR-175 (H3N2) antigen (propiolactone inactivated),,,,,pending
DB10602,Influenza B virus B/Phuket/3073/2013 antigen (propiolactone inactivated),,,,,pending
DB10603,Meriones unguiculatus skin,,,,,pending
DB10604,Capra hircus skin,,,,,pending
DB10605,Mesocricetus auratus skin,,,,,pending
DB10606,Sus scrofa skin,,,,,pending
DB10607,Oryctolagus cuniculus skin,,,,,pending
DB10608,Rattus norvegicus skin,,,,,pending
DB10609,Bombyx mori fiber,,,,,pending
DB10610,Duck,,,,,pending
DB10611,Allergenic extract- beef liver,,,,,pending
DB10612,Veal,,,,,pending
DB10613,Bluefish,,,,,pending
DB10614,Common carp,,,,,pending
DB10615,Haddock,,,,,pending
DB10616,Pacific halibut,,,,,pending
DB10617,Herring,,,,,pending
DB10618,Mackerel,,,,,pending
DB10619,Northern pike,,,,,pending
DB10620,Red snapper,,,,,pending
DB10621,Atlantic salmon,,,,,pending
DB10622,European pilchard,,,,,pending
DB10623,Scallop,,,,,pending
DB10624,Smelt,,,,,pending
DB10625,Swordfish,,,,,pending
DB10626,Trout,,,,,pending
DB10627,White fish,,,,,pending
DB10628,Blackberry,,,,,pending
DB10629,Blueberry,,,,,pending
DB10630,Sour cherry,,,,,pending
DB10631,Cranberry,,,,,pending
DB10632,Date,,,,,pending
DB10633,Fig,,,,,pending
DB10634,Wine grape,,,,,pending
DB10635,Lime (citrus),,,,,pending
DB10636,Raspberry,,,,,pending
DB10637,Tangerine,,,,,pending
DB10638,Artichoke,,,,,pending
DB10639,Kidney bean,,,,,pending
DB10640,Beet,,,,,pending
DB10641,Kiwi fruit,,,,,pending
DB10642,Brussels sprout,,,,,pending
DB10643,Cauliflower,,,,,pending
DB10644,Eggplant,,,,,pending
DB10645,Lentil,,,,,pending
DB10646,Green olive,,,,,pending
DB10647,Parsley,,,,,pending
DB10648,Sweet potato,,,,,pending
DB10650,Raphanus sativus,,,,,pending
DB10651,Rhubarb,,,,,pending
DB10652,Turnip,,,,,pending
DB10653,Cashew,,,,,pending
DB10654,Hazelnut,,,,,pending
DB10655,Macadamia nut,,,,,pending
DB10656,Nectarine,,,,,pending
DB10657,Mango,,,,,pending
DB10658,Papaya,,,,,pending
DB10659,Leek,,,,,pending
DB10660,Okra,,,,,pending
DB10661,Parsnip,,,,,pending
DB10662,Chickpea,,,,,pending
DB10663,Black-eyed pea,,,,,pending
DB10664,Watercress,,,,,pending
DB10666,Arabica coffee bean,,,,,pending
DB10667,Tragacanth,,,,,pending
DB10669,Allspice,,,,,pending
DB10670,Laurus nobilis,,,,,pending
DB10671,Caraway seed,,,,,pending
DB10672,Clove,,,,,pending
DB10673,Dill,,,,,pending
DB10674,Horseradish,,,,,pending
DB10675,Licorice,,,,,pending
DB10676,Nutmeg,,,,,pending
DB10677,Oregano,,,,,pending
DB10678,Paprika,,,,,pending
DB10679,White pepper,,,,,pending
DB10681,Poppy seed,,,,,pending
DB10683,Spearmint,,,,,pending
DB10685,Wheat bran,,,,,pending
DB10686,American chestnut,,,,,pending
DB10687,Hops,,,,,pending
DB10688,Musca domestica,,,,,pending
DB10690,Ctenocephalides canis,,,,,pending
DB10691,Aedes taeniorhynchus,,,,,pending
DB10693,Ctenocephalides felis,,,,,pending
DB10694,Aspergillus flavus,,,,,pending
DB10695,Eurotium herbariorum,,,,,pending
DB10696,Trichothecium roseum,,,,,pending
DB10697,Curvularia inaequalis,,,,,pending
DB10698,Fusarium compactum,,,,,pending
DB10699,Geotrichum candidum,,,,,pending
DB10700,Phoma glomerata,,,,,pending
DB10701,Rhodotorula mucilaginosa,,,,,pending
DB10702,Stemphylium sarciniforme,,,,,pending
DB10703,Trichoderma harzianum,,,,,pending
DB10704,Ustilago avenae,,,,,pending
DB10705,Tilletia caries,,,,,pending
DB10706,Puccinia graminis,,,,,pending
DB10707,Cotton,,,,,pending
DB10708,Flax seed,,,,,pending
DB10710,Tobacco leaf,,,,,pending
DB10711,Corcorus capsularis fiber,,,,,pending
DB10712,Agave sisalana fiber,,,,,pending
DB10713,Poa compressa pollen,,,,,pending
DB10714,Phalaris arundinacea pollen,,,,,pending
DB10715,Bouteloua gracilis pollen,,,,,pending
DB10716,Urochloa mutica pollen,,,,,pending
DB10717,Secale cereale pollen,,,,,pending
DB10718,Leymus condensatus pollen,,,,,pending
DB10719,Pascopyrum smithii pollen,,,,,pending
DB10720,Acacia baileyana pollen,,,,,pending
DB10721,Alnus rubra pollen,,,,,pending
DB10722,Alnus rhombifolia pollen,,,,,pending
DB10723,Fraxinus latifolia pollen,,,,,pending
DB10724,Betula populifolia pollen,,,,,pending
DB10725,Tamarix gallica pollen,,,,,pending
DB10727,Juniperus monosperma pollen,,,,,pending
DB10728,Juniperus pinchotii pollen,,,,,pending
DB10729,Juniperus scopulorum pollen,,,,,pending
DB10730,Juniperus osteosperma pollen,,,,,pending
DB10731,Juniperus occidentalis pollen,,,,,pending
DB10732,Tilia americana pollen,,,,,pending
DB10733,Mangifera indica pollen,,,,,pending
DB10734,Acer macrophyllum pollen,,,,,pending
DB10735,Acer saccharinum pollen,,,,,pending
DB10736,Broussonetia papyrifera pollen,,,,,pending
DB10737,Quercus velutina pollen,,,,,pending
DB10738,Quercus macrocarpa pollen,,,,,pending
DB10739,Quercus kelloggii pollen,,,,,pending
DB10740,Quercus gambelii pollen,,,,,pending
DB10741,Quercus lobata pollen,,,,,pending
DB10742,Quercus nigra pollen,,,,,pending
DB10743,Citrus sinensis pollen,,,,,pending
DB10744,Pinus taeda pollen,,,,,pending
DB10745,Pinus palustris pollen,,,,,pending
