company,disease_class,compound,mw,clogp,arom,hba,hbd,rtb,psa,bpka,apka
TEVA PHARMACEUTICALS USA INC,G08 Reproductive and Urinary Physiological Phenomena,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,C15 Hemic and Lymphatic Diseases,FLURBIPROFEN,244.26,3.94,2,1,1,3,37.3,,4.42
TEVA PHARMACEUTICALS USA INC,C01 Infections,RIBAVIRIN,244.21,-2.77,1,8,4,3,143.72,,11.88
TEVA PHARMACEUTICALS USA INC,C01 Infections,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,CARVEDILOL,406.48,3.42,4,5,3,10,75.74,8.74,
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,RABEPRAZOLE SODIUM,359.45,2.09,3,5,1,8,77.1,4.24,9.35
TEVA PHARMACEUTICALS USA INC,C15 Hemic and Lymphatic Diseases,NYSTATIN,926.11,-1.94,0,17,12,3,319.61,9.11,3.72
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,RIBAVIRIN,244.21,-2.77,1,8,4,3,143.72,,11.88
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,CLOPIDOGREL BISULFATE,321.83,4.03,2,4,0,3,29.54,4.77,
TEVA PHARMACEUTICALS USA INC,C20 Immune System Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,RIBAVIRIN,244.21,-2.77,1,8,4,3,143.72,,11.88
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,ONDANSETRON,293.37,2.35,3,4,0,2,39.82,7.34,
TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,CARVEDILOL,406.48,3.42,4,5,3,10,75.74,8.74,
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,DICLOFENAC POTASSIUM,296.15,4.26,2,2,2,4,49.33,,4
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
TEVA PHARMACEUTICALS USA INC,C17 Skin and Connective Tissue Diseases,SILDENAFIL CITRATE,474.59,1.23,3,8,1,7,113.42,5.98,7.63
TEVA PHARMACEUTICALS USA INC,C12 Male Urogenital Diseases,TADALAFIL,389.41,1.64,3,4,1,1,74.87,,
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,PANTOPRAZOLE SODIUM,383.38,2.18,3,6,1,7,86.33,3.55,9.54
TEVA PHARMACEUTICALS USA INC,C18 Nutritional and Metabolic Diseases,GLIMEPIRIDE,490.63,3.12,1,5,3,7,124.68,,4.32
TEVA PHARMACEUTICALS USA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",ONDANSETRON,293.37,2.35,3,4,0,2,39.82,7.34,
TEVA PHARMACEUTICALS USA INC,C13 Female Urogenital Diseases and Pregnancy Complications,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,C20 Immune System Diseases,CLEMASTINE FUMARATE,343.9,4.92,2,2,0,6,12.47,9.55,
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,ONDANSETRON,293.37,2.35,3,4,0,2,39.82,7.34,
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C25 Chemically-Induced Disorders,CARVEDILOL,406.48,3.42,4,5,3,10,75.74,8.74,
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,MOEXIPRIL HYDROCHLORIDE,498.58,1.5,2,7,2,11,114.4,5.2,3.46
TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,TADALAFIL,389.41,1.64,3,4,1,1,74.87,,
TEVA PHARMACEUTICALS USA INC,C15 Hemic and Lymphatic Diseases,RIBAVIRIN,244.21,-2.77,1,8,4,3,143.72,,11.88
TEVA PHARMACEUTICALS USA INC,C01 Infections,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,ONDANSETRON,293.37,2.35,3,4,0,2,39.82,7.34,
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",CODEINE PHOSPHATE,299.37,1.34,1,4,1,1,41.93,9.19,13.78
TEVA PHARMACEUTICALS USA INC,C25 Chemically-Induced Disorders,CARBAMAZEPINE,236.27,2.77,2,1,1,0,46.33,,
TEVA PHARMACEUTICALS USA INC,C17 Skin and Connective Tissue Diseases,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,ONDANSETRON,293.37,2.35,3,4,0,2,39.82,7.34,
TEVA PHARMACEUTICALS USA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",PANTOPRAZOLE SODIUM,383.38,2.18,3,6,1,7,86.33,3.55,9.54
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,RABEPRAZOLE SODIUM,359.45,2.09,3,5,1,8,77.1,4.24,9.35
TEVA PHARMACEUTICALS USA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",HYDROCHLOROTHIAZIDE,297.75,-0.58,1,5,3,1,118.36,,9.09
TEVA PHARMACEUTICALS USA INC,G08 Reproductive and Urinary Physiological Phenomena,NORETHINDRONE ACETATE,340.46,3.66,0,3,0,1,43.37,,
TEVA PHARMACEUTICALS USA INC,C11 Eye Diseases,CAPTOPRIL,217.29,0.73,0,3,2,3,57.61,,4.02
TEVA PHARMACEUTICALS USA INC,C17 Skin and Connective Tissue Diseases,TADALAFIL,389.41,1.64,3,4,1,1,74.87,,
TEVA PHARMACEUTICALS USA INC,C11 Eye Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C18 Nutritional and Metabolic Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,LAMOTRIGINE,256.1,1.93,2,5,2,1,90.71,5.89,
TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,LAMOTRIGINE,256.1,1.93,2,5,2,1,90.71,5.89,
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,CAPTOPRIL,217.29,0.73,0,3,2,3,57.61,,4.02
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,CAPTOPRIL,217.29,0.73,0,3,2,3,57.61,,4.02
TEVA PHARMACEUTICALS USA INC,C11 Eye Diseases,PIROXICAM,331.35,0.6,2,5,2,2,99.6,3.79,4.76
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,SILDENAFIL CITRATE,474.59,1.23,3,8,1,7,113.42,5.98,7.63
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,DEXTROAMPHETAMINE SULFATE,135.21,1.8,1,1,1,2,26.02,10.01,
TEVA PHARMACEUTICALS USA INC,F01 Behavior and Behavior Mechanisms,GEMFIBROZIL,250.34,4.39,1,2,1,6,46.53,,4.42
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,C11 Eye Diseases,LEVOFLOXACIN,361.37,0.51,2,6,1,2,75.01,6.16,5.29
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",ONDANSETRON,293.37,2.35,3,4,0,2,39.82,7.34,
TEVA PHARMACEUTICALS USA INC,C01 Infections,CEPHALEXIN,347.4,-2.14,1,5,3,4,112.73,7.23,3.26
TEVA PHARMACEUTICALS USA INC,C12 Male Urogenital Diseases,CARVEDILOL,406.48,3.42,4,5,3,10,75.74,8.74,
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",OXYMORPHONE HYDROCHLORIDE,301.34,0.78,1,5,2,0,70,8.21,10.07
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,TADALAFIL,389.41,1.64,3,4,1,1,74.87,,
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,CLOPIDOGREL BISULFATE,321.83,4.03,2,4,0,3,29.54,4.77,
TEVA PHARMACEUTICALS USA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",LAMOTRIGINE,256.1,1.93,2,5,2,1,90.71,5.89,
TEVA PHARMACEUTICALS USA INC,F01 Behavior and Behavior Mechanisms,LAMOTRIGINE,256.1,1.93,2,5,2,1,90.71,5.89,
TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,NORETHINDRONE ACETATE,340.46,3.66,0,3,0,1,43.37,,
TEVA PHARMACEUTICALS USA INC,C25 Chemically-Induced Disorders,ONDANSETRON,293.37,2.35,3,4,0,2,39.82,7.34,
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,CEPHALEXIN,347.4,-2.14,1,5,3,4,112.73,7.23,3.26
TEVA PHARMACEUTICALS USA INC,C12 Male Urogenital Diseases,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",PIROXICAM,331.35,0.6,2,5,2,2,99.6,3.79,4.76
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,TADALAFIL,389.41,1.64,3,4,1,1,74.87,,
TEVA PHARMACEUTICALS USA INC,C01 Infections,CARBAMAZEPINE,236.27,2.77,2,1,1,0,46.33,,
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,LEVOFLOXACIN,361.37,0.51,2,6,1,2,75.01,6.16,5.29
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",METHYLERGONOVINE MALEATE,339.44,1.59,2,3,3,4,68.36,7.93,
TEVA PHARMACEUTICALS USA INC,C01 Infections,FLURBIPROFEN,244.26,3.94,2,1,1,3,37.3,,4.42
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,IRBESARTAN,428.54,5.39,3,5,1,7,87.13,4.12,5.85
TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,BUSPIRONE HYDROCHLORIDE,385.51,1.78,1,6,0,6,69.64,7.62,
TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,FLUOXETINE HYDROCHLORIDE,309.33,4.17,2,2,1,6,21.26,9.8,
TEVA PHARMACEUTICALS USA INC,C12 Male Urogenital Diseases,LOSARTAN POTASSIUM,422.92,4.06,4,6,2,8,92.51,3.82,4.26
TEVA PHARMACEUTICALS USA INC,C25 Chemically-Induced Disorders,VENLAFAXINE HYDROCHLORIDE,277.41,2.74,1,3,1,5,32.7,8.91,
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,TIZANIDINE HYDROCHLORIDE,253.72,2.02,2,6,2,1,62.2,7.49,
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",LAMOTRIGINE,256.1,1.93,2,5,2,1,90.71,5.89,
TEVA PHARMACEUTICALS USA INC,C12 Male Urogenital Diseases,IRBESARTAN,428.54,5.39,3,5,1,7,87.13,4.12,5.85
TEVA PHARMACEUTICALS USA INC,F01 Behavior and Behavior Mechanisms,CLONAZEPAM,315.72,3.15,2,4,1,2,84.6,1.89,11.65
TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,TIZANIDINE HYDROCHLORIDE,253.72,2.02,2,6,2,1,62.2,7.49,
TEVA PHARMACEUTICALS USA INC,C18 Nutritional and Metabolic Diseases,IRBESARTAN,428.54,5.39,3,5,1,7,87.13,4.12,5.85
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C13 Female Urogenital Diseases and Pregnancy Complications,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",CIMETIDINE,252.35,-0.11,1,4,3,5,88.89,6.91,13.38
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,HYDROCHLOROTHIAZIDE,297.75,-0.58,1,5,3,1,118.36,,9.09
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,CODEINE PHOSPHATE,299.37,1.34,1,4,1,1,41.93,9.19,13.78
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,CLONAZEPAM,315.72,3.15,2,4,1,2,84.6,1.89,11.65
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,CARVEDILOL,406.48,3.42,4,5,3,10,75.74,8.74,
TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",CIMETIDINE,252.35,-0.11,1,4,3,5,88.89,6.91,13.38
TEVA PHARMACEUTICALS USA INC,C17 Skin and Connective Tissue Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",BUSPIRONE HYDROCHLORIDE,385.51,1.78,1,6,0,6,69.64,7.62,
TEVA PHARMACEUTICALS USA INC,C25 Chemically-Induced Disorders,CLONAZEPAM,315.72,3.15,2,4,1,2,84.6,1.89,11.65
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,ATENOLOL,266.34,0.43,1,4,3,8,84.58,9.67,
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,BUSPIRONE HYDROCHLORIDE,385.51,1.78,1,6,0,6,69.64,7.62,
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,LAMOTRIGINE,256.1,1.93,2,5,2,1,90.71,5.89,
TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,ATENOLOL,266.34,0.43,1,4,3,8,84.58,9.67,
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,LOSARTAN POTASSIUM,422.92,4.06,4,6,2,8,92.51,3.82,4.26
TEVA PHARMACEUTICALS USA INC,C12 Male Urogenital Diseases,BUSPIRONE HYDROCHLORIDE,385.51,1.78,1,6,0,6,69.64,7.62,
TEVA PHARMACEUTICALS USA INC,C13 Female Urogenital Diseases and Pregnancy Complications,HYDROCHLOROTHIAZIDE,297.75,-0.58,1,5,3,1,118.36,,9.09
TEVA PHARMACEUTICALS USA INC,C07 Stomatognathic Diseases,CLONAZEPAM,315.72,3.15,2,4,1,2,84.6,1.89,11.65
TEVA PHARMACEUTICALS USA INC,C20 Immune System Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,LOSARTAN POTASSIUM,422.92,4.06,4,6,2,8,92.51,3.82,4.26
TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,ESZOPICLONE,388.82,0.52,2,7,0,2,91.76,6.86,8.04
TEVA PHARMACEUTICALS USA INC,C17 Skin and Connective Tissue Diseases,DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
TEVA PHARMACEUTICALS USA INC,C19 Endocrine System Diseases,NORETHINDRONE ACETATE,340.46,3.66,0,3,0,1,43.37,,
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,ESZOPICLONE,388.82,0.52,2,7,0,2,91.76,6.86,8.04
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
TEVA PHARMACEUTICALS USA INC,C01 Infections,OSELTAMIVIR PHOSPHATE,312.41,1.16,0,5,2,7,90.65,9.31,
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,CAPECITABINE,359.35,0.77,1,8,3,6,122.91,,8.63
TEVA PHARMACEUTICALS USA INC,C01 Infections,LAMOTRIGINE,256.1,1.93,2,5,2,1,90.71,5.89,
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,LOSARTAN POTASSIUM,422.92,4.06,4,6,2,8,92.51,3.82,4.26
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,CIMETIDINE,252.35,-0.11,1,4,3,5,88.89,6.91,13.38
TEVA PHARMACEUTICALS USA INC,C01 Infections,DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
TEVA PHARMACEUTICALS USA INC,C07 Stomatognathic Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C25 Chemically-Induced Disorders,ESZOPICLONE,388.82,0.52,2,7,0,2,91.76,6.86,8.04
TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,IRBESARTAN,428.54,5.39,3,5,1,7,87.13,4.12,5.85
TEVA PHARMACEUTICALS USA INC,C01 Infections,CAPECITABINE,359.35,0.77,1,8,3,6,122.91,,8.63
TEVA PHARMACEUTICALS USA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
TEVA PHARMACEUTICALS USA INC,C01 Infections,IRBESARTAN,428.54,5.39,3,5,1,7,87.13,4.12,5.85
TEVA PHARMACEUTICALS USA INC,C26 Wounds and Injuries,TIZANIDINE HYDROCHLORIDE,253.72,2.02,2,6,2,1,62.2,7.49,
TEVA PHARMACEUTICALS USA INC,C18 Nutritional and Metabolic Diseases,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,BENAZEPRIL HYDROCHLORIDE,424.5,1.54,2,5,2,9,95.94,5.36,3.53
TEVA PHARMACEUTICALS USA INC,C12 Male Urogenital Diseases,ABIRATERONE ACETATE,391.56,4.41,1,3,0,2,39.19,4.81,
TEVA PHARMACEUTICALS USA INC,C07 Stomatognathic Diseases,LAMOTRIGINE,256.1,1.93,2,5,2,1,90.71,5.89,
TEVA PHARMACEUTICALS USA INC,C20 Immune System Diseases,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",BENAZEPRIL HYDROCHLORIDE,424.5,1.54,2,5,2,9,95.94,5.36,3.53
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,CAPECITABINE,359.35,0.77,1,8,3,6,122.91,,8.63
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,LOSARTAN POTASSIUM,422.92,4.06,4,6,2,8,92.51,3.82,4.26
TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,AMPHETAMINE ASPARTATE,135.21,1.8,1,1,1,2,26.02,10.01,
TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,ATENOLOL,266.34,0.43,1,4,3,8,84.58,9.67,
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
TEVA PHARMACEUTICALS USA INC,C18 Nutritional and Metabolic Diseases,PHENTERMINE HYDROCHLORIDE,149.24,2.08,1,1,1,2,26.02,10.25,
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,ABIRATERONE ACETATE,391.56,4.41,1,3,0,2,39.19,4.81,
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,AMLODIPINE BESYLATE,408.88,1.64,1,7,2,8,99.88,9.45,
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",ALBUTEROL SULFATE,239.31,0.34,1,4,4,4,72.72,9.4,10.12
TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,MESALAMINE,153.14,-0.29,1,3,3,1,83.55,5.87,2.02
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,GEMFIBROZIL,250.34,4.39,1,2,1,6,46.53,,4.42
TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,TADALAFIL,389.41,1.64,3,4,1,1,74.87,,
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,MESALAMINE,153.14,-0.29,1,3,3,1,83.55,5.87,2.02
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",NORETHINDRONE ACETATE,340.46,3.66,0,3,0,1,43.37,,
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,NAPROXEN SODIUM,230.26,2.99,2,2,1,3,46.53,,4.19
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
TEVA PHARMACEUTICALS USA INC,C01 Infections,MESALAMINE,153.14,-0.29,1,3,3,1,83.55,5.87,2.02
TEVA PHARMACEUTICALS USA INC,C12 Male Urogenital Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
TEVA PHARMACEUTICALS USA INC,C25 Chemically-Induced Disorders,LAMOTRIGINE,256.1,1.93,2,5,2,1,90.71,5.89,
TEVA PHARMACEUTICALS USA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NORTRIPTYLINE HYDROCHLORIDE,263.38,4.43,2,1,1,3,12.03,10.47,
TEVA PHARMACEUTICALS USA INC,C25 Chemically-Induced Disorders,GEMFIBROZIL,250.34,4.39,1,2,1,6,46.53,,4.42
TEVA PHARMACEUTICALS USA INC,C09 Otorhinolaryngologic Diseases,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",AMLODIPINE BESYLATE,408.88,1.64,1,7,2,8,99.88,9.45,
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",METOCLOPRAMIDE HYDROCHLORIDE,299.8,1.4,1,4,2,7,67.59,9.04,
TEVA PHARMACEUTICALS USA INC,C18 Nutritional and Metabolic Diseases,MESALAMINE,153.14,-0.29,1,3,3,1,83.55,5.87,2.02
TEVA PHARMACEUTICALS USA INC,C12 Male Urogenital Diseases,AMLODIPINE BESYLATE,408.88,1.64,1,7,2,8,99.88,9.45,
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,DICLOFENAC POTASSIUM,296.15,4.26,2,2,2,4,49.33,,4
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",DICLOFENAC POTASSIUM,296.15,4.26,2,2,2,4,49.33,,4
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
TEVA PHARMACEUTICALS USA INC,C07 Stomatognathic Diseases,AZITHROMYCIN,749,2.44,0,14,5,7,180.08,9.57,12.43
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,CIMETIDINE,252.35,-0.11,1,4,3,5,88.89,6.91,13.38
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,SOTALOL HYDROCHLORIDE,272.37,-0.4,1,4,3,6,78.43,9.43,10.07
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,DICLOFENAC POTASSIUM,296.15,4.26,2,2,2,4,49.33,,4
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,CARVEDILOL,406.48,3.42,4,5,3,10,75.74,8.74,
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,ATENOLOL,266.34,0.43,1,4,3,8,84.58,9.67,
TEVA PHARMACEUTICALS USA INC,C14 Cardiovascular Diseases,GEMFIBROZIL,250.34,4.39,1,2,1,6,46.53,,4.42
TEVA PHARMACEUTICALS USA INC,C19 Endocrine System Diseases,TADALAFIL,389.41,1.64,3,4,1,1,74.87,,
TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
TEVA PHARMACEUTICALS USA INC,C07 Stomatognathic Diseases,DICLOFENAC POTASSIUM,296.15,4.26,2,2,2,4,49.33,,4
TEVA PHARMACEUTICALS USA INC,C26 Wounds and Injuries,NYSTATIN,926.11,-1.94,0,17,12,3,319.61,9.11,3.72
TEVA PHARMACEUTICALS USA INC,C17 Skin and Connective Tissue Diseases,NORTRIPTYLINE HYDROCHLORIDE,263.38,4.43,2,1,1,3,12.03,10.47,
TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,HYDROCHLOROTHIAZIDE,297.75,-0.58,1,5,3,1,118.36,,9.09
TEVA PHARMACEUTICALS USA INC,C15 Hemic and Lymphatic Diseases,GEMFIBROZIL,250.34,4.39,1,2,1,6,46.53,,4.42
TEVA PHARMACEUTICALS USA INC,C17 Skin and Connective Tissue Diseases,FINASTERIDE,372.55,3.07,0,2,2,1,58.2,0.33,
TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,CARVEDILOL,406.48,3.42,4,5,3,10,75.74,8.74,
